incident_name,incident_date_created,incident_county,incident_type,incident_dateonly_created
Land Fire,2018-08-22T13:45:00Z,Riverside,,8/22/2018
Eastman Fire,2018-08-23T15:40:00Z,Madera,,8/23/2018
Country Fire,2018-08-25T11:58:00Z,Riverside,,8/25/2018
Castro Fire,2018-08-26T14:23:00Z,Alameda,,8/26/2018
Cache Fire,2018-08-26T18:04:00Z,Lake,,8/26/2018
Redinger Fire,2018-08-27T23:19:00Z,Madera,,8/27/2018
Winchester Fire,2018-08-27T10:49:00Z,Riverside,,8/27/2018
Grade Fire,2018-08-30T15:44:00Z,Lake,,8/30/2018
Sterling,2018-08-31T17:58:00Z,San Bernardino,,8/31/2018
Ogilvy Fire,2018-09-01T14:22:00Z,Santa Barbara,,9/1/2018
Ridge Fire,2018-09-02T14:02:00Z,Lake,,9/2/2018
Essex Fire,2018-09-02T14:53:00Z,Modoc,,9/2/2018
Kelsey Fire,2018-09-03T13:58:00Z,Lake,,9/3/2018
North Fire,2018-09-03T16:38:00Z,Placer,,9/3/2018
Sliger Fire,2018-09-04T15:03:00Z,El Dorado,,9/4/2018
Ranchera Fire,2018-09-04T14:43:00Z,Shasta,,9/4/2018
Kerlin Fire,2018-09-04T15:20:00Z,Trinity,,9/4/2018
Boot Fire,2018-09-04T14:26:00Z,Mono,,9/4/2018
Delta Fire,2018-09-05T12:51:00Z,"Shasta, Trinity",Wildfire,9/5/2018
Snell Fire,2018-09-08T14:29:00Z,Napa,,9/8/2018
Tulloch Fire,2018-09-08T13:34:00Z,Tuolumne,,9/8/2018
Fork Fire,2018-09-09T12:10:00Z,Los Angeles,,9/9/2018
Irving Fire,2018-09-10T19:00:00Z,Marin,,9/10/2018
Water Fire,2018-09-12T11:25:00Z,Kern,,9/12/2018
Metz Fire,2018-09-13T15:37:00Z,Monterey,,9/13/2018
Soboba Fire,2018-09-14T19:32:00Z,Riverside,,9/14/2018
Reservoir Fire,2018-09-16T08:34:00Z,San Luis Obispo,,9/16/2018
Meyers Fire,2018-09-20T12:39:00Z,El Dorado,Wildfire,9/20/2018
Charlie Fire,2018-09-22T14:30:00Z,Los Angeles,,9/22/2018
Oak Fire,2018-09-22T15:44:00Z,Madera,,9/22/2018
Copper Fire,2018-09-22T14:41:00Z,Lassen,,9/22/2018
Quimby Fire,2018-09-23T16:23:00Z,Santa Clara,,9/23/2018
Nimshew Fire,2018-09-24T00:41:00Z,Butte,,9/24/2018
Keenbrook Fire,2018-09-26T10:56:00Z,San Bernardino,,9/26/2018
Wilson Fire,2018-09-28T13:08:00Z,Tehama,,9/28/2018
Silver Fire,2018-09-28T14:44:00Z,Shasta,,9/28/2018
Shandon Fire,2018-09-29T09:30:00Z,San Luis Obispo,,9/29/2018
Nacimiento Fire,2018-10-02T12:32:00Z,Monterey,,10/2/2018
Eagle Fire,2018-10-02T15:45:00Z,Fresno,,10/2/2018
Sun Fire,2018-10-07T12:51:00Z,Tehama,,10/7/2018
Park Fire,2018-10-07T12:57:00Z,Santa Clara,,10/7/2018
Iron Gate Fire,2018-10-10T21:50:00Z,Siskiyou,,10/10/2018
Winters Fire,2018-10-12T11:21:00Z,Solano,,10/12/2018
Priest Fire,2018-10-13T14:43:00Z,Monterey,,10/13/2018
Tower Fire,2018-10-14T06:45:00Z,Shasta,,10/14/2018
Masonic Fire,2018-10-14T11:33:00Z,Shasta,,10/14/2018
Powellton Fire,2018-10-15T11:57:00Z,Butte,,10/15/2018
Camino Fire,2018-10-19T14:10:00Z,San Luis Obispo,,10/19/2018
Market Fire,2018-10-24T12:18:00Z,Tulare,,10/24/2018
June Fire,2018-10-30T14:46:00Z,Butte,,10/30/2018
Rincon Fire,2018-11-03T21:28:00Z,Santa Cruz,,11/3/2018
Adams Fire,2018-11-05T10:17:00Z,Tehama,,11/5/2018
Brushy Fire,2018-11-08T11:58:00Z,Mendocino,,11/8/2018
Camp Fire,2018-11-08T06:33:00Z,Butte,Wildfire,11/8/2018
Horn Fire,2018-11-08T11:25:00Z,Lassen,,11/8/2018
Nurse Fire,2018-11-08T13:28:00Z,Solano,,11/8/2018
Hill Fire,2018-11-08T14:03:00Z,Ventura,Wildfire,11/8/2018
Woolsey Fire,2018-11-08T14:24:00Z,"Los Angeles, Ventura",Wildfire,11/8/2018
Green Hill Fire,2018-11-12T17:39:00Z,Humboldt,,11/12/2018
Peak Fire,2018-11-12T10:06:00Z,Ventura,Wildfire,11/12/2018
Sierra Fire,2018-11-13T08:19:00Z,San Bernardino,,11/13/2018
Niles Fire,2018-11-14T14:56:00Z,Alameda,,11/14/2018
Morgan Fire,2018-11-15T13:31:00Z,Contra Costa,,11/15/2018
Briggs Fire,2018-11-15T01:39:00Z,Ventura,,11/15/2018
Bear Fire ,2018-11-16T11:01:00Z,Santa Cruz,,11/16/2018
Honey Flooding,2018-11-29T23:30:00Z,Butte,Flood,11/29/2018
Pilot Fire,2019-01-01T14:14:00Z,Humboldt,,1/1/2019
York Fire,2019-04-28T22:20:00Z,Kings,,4/28/2019
Cana Fire,2019-04-30T12:20:00Z,Butte,,4/30/2019
Woody Fire,2019-04-30T18:37:00Z,Kern,,4/30/2019
Meridian Fire,2019-05-01T16:46:00Z,Butte,,5/1/2019
Vulcan Fire,2019-05-03T15:04:00Z,Kern,,5/3/2019
Refuge Fire,2019-05-07T15:47:00Z,Kern,,5/7/2019
Sugar Fire,2019-05-10T14:14:00Z,Placer,,5/10/2019
Border Fire,2019-05-13T18:46:00Z,San Diego,,5/13/2019
Shady Fire,2019-05-18T22:53:00Z,Riverside,,5/18/2019
Paskenta Fire,2019-05-20T10:57:00Z,Tehama,,5/20/2019
Foothill Fire,2019-05-20T13:50:00Z,Riverside,,5/20/2019
Belmont Fire,2019-05-29T17:10:00Z,San Luis Obispo,,5/29/2019
Hill Fire,2019-05-29T17:18:00Z,Fresno,,5/29/2019
66 Fire,2019-05-29T21:06:00Z,Riverside,,5/29/2019
Diversion Fire,2019-05-30T12:41:00Z,Riverside,,5/30/2019
Canyon Fire,2019-05-30T16:19:00Z,Santa Clara,,5/30/2019
Spruce Fire,2019-06-01T15:49:00Z,Tulare,,6/1/2019
Citrus Fire,2019-06-02T16:12:00Z,Tulare,,6/2/2019
Yokohl Fire,2019-06-03T12:18:00Z,Tulare,,6/3/2019
Bear Fire,2019-06-03T12:18:00Z,Tulare,,6/3/2019
Boulder Fire,2019-06-05T10:49:00Z,San Luis Obispo,,6/5/2019
Willow Fire,2019-06-06T14:24:00Z,Contra Costa,,6/6/2019
Nelson Fire ,2019-06-07T12:59:00Z,Solano,,6/7/2019
Watt Fire,2019-06-07T12:59:00Z,Placer,,6/7/2019
Stuhr Fire,2019-06-07T16:55:00Z,Stanislaus,,6/7/2019
Levee Fire,2019-06-08T13:07:00Z,Yuba,,6/8/2019
Sand Fire,2019-06-08T14:50:00Z,Yolo,,6/8/2019
Ink Fire,2019-06-08T14:37:00Z,Napa,,6/8/2019
West Butte Fire,2019-06-08T14:37:00Z,Sutter,,6/8/2019
Malech Fire,2019-06-09T14:29:00Z,Santa Clara,,6/9/2019
Calaveras Fire ,2019-06-10T15:16:00Z,Santa Clara,,6/10/2019
Springs Fire,2019-06-10T17:51:00Z,Tulare,,6/10/2019
Bitter Fire ,2019-06-10T11:55:00Z,San Luis Obispo,,6/10/2019
Pauma Fire,2019-06-10T14:25:00Z,San Diego,,6/10/2019
McMillan Fire,2019-06-12T12:48:00Z,San Luis Obispo,,6/12/2019
Ardo Fire,2019-06-12T17:23:00Z,Monterey,,6/12/2019
Rocky Fire,2019-06-14T16:14:00Z,Siskiyou,,6/14/2019
32 Fire,2019-06-15T15:29:00Z,Butte,,6/15/2019
IronGate Fire,2019-06-16T20:33:00Z,Siskiyou,Wildfire,6/16/2019
Lumgrey Fire,2019-06-17T17:50:00Z,Siskiyou,,6/17/2019
Weisgarber Fire,2019-06-20T14:56:00Z,San Diego,,6/20/2019
Jerry Fire,2019-06-21T13:02:00Z,Riverside,,6/21/2019
Mountain Fire,2019-06-21T14:42:00Z,Alameda,,6/21/2019
Paskenta Fire,2019-06-22T03:12:00Z,Tehama,,6/22/2019
Scott Fire,2019-06-24T11:57:00Z,Yuba,,6/24/2019
Scott Fire,2019-06-25T13:51:09Z,Yuba,,6/25/2019
Rock Fire,2019-06-26T08:54:24Z,Stanislaus,,6/26/2019
Lonoak Fire,2019-06-26T09:18:22Z,Monterey,,6/26/2019
Trinity Fire,2019-06-26T15:35:00Z,Shasta,,6/26/2019
Mines Fire,2019-06-26T18:06:54Z,Santa Clara,,6/26/2019
Dyer Fire,2019-06-26T22:43:07Z,Placer,,6/26/2019
Nuevo Fire,2019-06-27T16:14:25Z,Riverside,,6/27/2019
Long Fire,2019-06-28T15:03:04Z,Nevada,,6/28/2019
Otay Fire,2019-06-29T11:11:55Z,San Diego,,6/29/2019
Wolf Fire ,2019-06-29T12:54:13Z,Riverside,,6/29/2019
Merced Fire ,2019-06-29T15:09:52Z,Merced,Wildfire,6/29/2019
Mayberry Fire ,2019-06-29T22:07:59Z,Butte,,6/29/2019
Coyote Fire,2019-07-02T16:10:02Z,Santa Clara,Wildfire,7/2/2019
Hollow Fire,2019-07-03T15:34:12Z,San Joaquin,Wildfire,7/3/2019
Bikeway Fire,2019-07-05T09:46:01Z,Alameda,Wildfire,7/5/2019
Fellow Fire,2019-07-05T13:33:56Z,Contra Costa,Wildfire,7/5/2019
Ranch Fire,2019-07-05T14:46:33Z,Shasta,Wildfire,7/5/2019
Snowstorm Fire,2019-07-05T16:37:04Z,Lassen,Wildfire,7/5/2019
Far Fire,2019-07-06T20:21:25Z,Yuba,Wildfire,7/6/2019
Lake Fire,2019-07-08T15:30:14Z,Mariposa,Wildfire,7/8/2019
Gillis Fire,2019-07-08T16:44:08Z,San Luis Obispo,Wildfire,7/8/2019
Sargent Fire,2019-07-09T21:43:36Z,Monterey,Wildfire,7/9/2019
Gibbel Fire ,2019-07-11T16:27:17Z,Riverside,Wildfire,7/11/2019
Border Fire,2019-07-12T13:20:39Z,San Diego,Wildfire,7/12/2019
Lincoln Fire,2019-07-12T17:15:31Z,Riverside,Wildfire,7/12/2019
Mid Fire,2019-07-12T18:40:09Z,Alameda,Wildfire,7/12/2019
Horse Fire,2019-07-12T19:08:54Z,Shasta,Wildfire,7/12/2019
Orange fire,2019-07-13T10:36:00Z,Riverside,Wildfire,7/13/2019
Jasper Fire,2019-07-13T18:42:22Z,State of Nevada,Wildfire,7/13/2019
Doyle Fire,2019-07-14T14:02:31Z,Lassen,Wildfire,7/14/2019
South Fire ,2019-07-14T11:45:00Z,Ventura,Wildfire,7/14/2019
Milton Fire ,2019-07-15T10:49:00Z,Stanislaus,Wildfire,7/15/2019
Aborn Fire,2019-07-15T11:12:00Z,Santa Clara,Wildfire,7/15/2019
Madera Fire ,2019-07-15T18:19:31Z,Madera,Wildfire,7/15/2019
Meadow Fire,2019-07-16T13:45:43Z,Riverside,Wildfire,7/16/2019
Whiskey Fire,2019-07-16T18:44:15Z,San Joaquin,Wildfire,7/16/2019
Goose 2 Fire,2019-07-17T16:13:41Z,Modoc,Wildfire,7/17/2019
Vista Fire,2019-07-17T17:42:04Z,San Diego,Wildfire,7/17/2019
Rains Fire,2019-07-18T09:07:57Z,Stanislaus,Wildfire,7/18/2019
Whiskey Fire,2019-07-18T18:31:00Z,Calaveras,Wildfire,7/18/2019
Valley Fire,2019-07-21T12:01:40Z,Mariposa,Wildfire,7/21/2019
Tejon Fire,2019-07-21T15:30:17Z,Kern,Wildfire,7/21/2019
Canyon Fire,2019-07-22T15:05:34Z,Napa,Wildfire,7/22/2019
Milpas Fire,2019-07-22T19:45:27Z,San Bernardino,Wildfire,7/22/2019
Moms Fire ,2019-07-23T14:41:00Z,Butte,Wildfire,7/23/2019
Marshview Fire,2019-07-24T12:28:45Z,Solano,Wildfire,7/24/2019
Sweigert Fire ,2019-07-24T20:01:44Z,Santa Clara,Wildfire,7/24/2019
Thompson Fire ,2019-07-24T20:09:59Z,San Luis Obispo,Wildfire,7/24/2019
Tree Fire,2019-07-27T10:15:00Z,Siskiyou,Wildfire,7/27/2019
Community Fire,2019-07-27T10:15:00Z,Siskiyou,Wildfire,7/27/2019
Usal Fire,2019-07-27T23:36:00Z,Mendocino,Wildfire,7/27/2019
Star Fire,2019-07-28T13:20:11Z,San Bernardino,Wildfire,7/28/2019
Tucker Fire,2019-07-28T15:58:00Z,Modoc,Wildfire,7/28/2019
Dehesa Fire,2019-07-28T19:51:55Z,San Diego,Wildfire,7/28/2019
Range Fire,2019-07-28T22:39:05Z,Santa Barbara,Wildfire,7/28/2019
Lake Fire,2019-07-29T15:43:48Z,Monterey,Wildfire,7/29/2019
Mill Fire,2019-07-30T13:28:17Z,Monterey,Wildfire,7/30/2019
Carson Fire,2019-07-30T19:27:46Z,El Dorado,Wildfire,7/30/2019
Mesa Fire ,2019-07-31T17:13:53Z,Kern,Wildfire,7/31/2019
Caliente Fire,2019-08-01T14:53:15Z,San Diego,Wildfire,8/1/2019
Browns Fire,2019-08-02T09:23:00Z,Sacramento,Wildfire,8/2/2019
Prairie Fire ,2019-08-02T14:45:00Z,Sacramento,Wildfire,8/2/2019
Meadow Fire (Not a CAL FIRE incident),2019-08-02T16:53:18Z,Modoc,Wildfire,8/2/2019
Marsh Complex,2019-08-03T03:16:00Z,Contra Costa,Wildfire,8/3/2019
Five Fire,2019-08-03T17:01:15Z,Los Angeles,Wildfire,8/3/2019
La Barisa Fire,2019-08-03T17:22:51Z,San Bernardino,Wildfire,8/3/2019
Gilbert Fire,2019-08-04T17:18:21Z,Shasta,Wildfire,8/4/2019
Caliente Fire,2019-08-05T13:56:02Z,Kern,Wildfire,8/5/2019
Toro Fire ,2019-08-05T15:36:23Z,Riverside,Wildfire,8/5/2019
Sellers Fire,2019-08-07T15:13:52Z,Contra Costa,Wildfire,8/7/2019
R-1 Fire,2019-08-07T17:21:13Z,Lassen,Wildfire,8/7/2019
3-2 Willow (Previously H-1 Fire),2019-08-07T18:48:57Z,Lassen,Wildfire,8/7/2019
Golf Fire,2019-08-08T14:55:59Z,Lake,Wildfire,8/8/2019
Preston Fire,2019-08-08T16:16:40Z,Tuolumne,Wildfire,8/8/2019
W1 McDonald Fire,2019-08-08T18:42:41Z,Lassen,Wildfire,8/8/2019
Harte Fire,2019-08-09T15:09:50Z,Alameda,Wildfire,8/9/2019
Ward Fire,2019-08-09T23:08:25Z,State of Oregon,Wildfire,8/9/2019
Heavy Range Fire,2019-08-10T18:47:02Z,Yolo,Wildfire,8/10/2019
Radio Fire,2019-08-12T10:53:10Z,Riverside,Wildfire,8/12/2019
Lower Fire,2019-08-12T14:16:53Z,Shasta,Wildfire,8/12/2019
Moose Fire,2019-08-12T17:10:00Z,Mendocino,Wildfire,8/12/2019
West Fire ,2019-08-13T14:37:54Z,Los Angeles,Wildfire,8/13/2019
Timm Fire ,2019-08-13T15:41:24Z,Solano,Wildfire,8/13/2019
Greenstone Fire ,2019-08-14T16:07:49Z,El Dorado,Wildfire,8/14/2019
Spring Fire ,2019-08-14T12:52:00Z,Colusa,Wildfire,8/14/2019
Bayliss Fire,2019-08-15T13:44:02Z,Santa Clara,Wildfire,8/15/2019
Cottage Fire,2019-08-15T15:09:55Z,Shasta,Wildfire,8/15/2019
Hunter Fire,2019-08-15T15:15:56Z,Mariposa,Wildfire,8/15/2019
Border 9 Fire,2019-08-15T16:24:24Z,San Diego,Wildfire,8/15/2019
Patterson Fire,2019-08-15T17:47:43Z,El Dorado,Wildfire,8/15/2019
Border 8 Fire,2019-08-16T06:14:55Z,Mexico,Wildfire,8/16/2019
Gaines Fire,2019-08-16T14:11:02Z,Mariposa,Wildfire,8/16/2019
Patterson Fire,2019-08-21T17:56:05Z,Alameda,Wildfire,8/21/2019
Mountain Fire,2019-08-22T11:02:09Z,Shasta,Wildfire,8/22/2019
Yucca Fire,2019-08-22T19:31:10Z,Riverside,Wildfire,8/22/2019
Horse Fire,2019-08-24T16:33:58Z,Lassen,Wildfire,8/24/2019
Long Valley Fire ,2019-08-24T17:25:04Z,Lassen,Wildfire,8/24/2019
Ivy Fire,2019-08-25T10:58:28Z,Riverside,Wildfire,8/25/2019
Jamieson Fire,2019-08-25T13:06:49Z,Santa Clara,Wildfire,8/25/2019
Border 10 Fire,2019-08-25T16:15:15Z,"Mexico, San Diego",Wildfire,8/25/2019
Sage Fire,2019-08-27T11:33:56Z,Riverside,Wildfire,8/27/2019
R-1 Fire,2019-08-28T19:48:14Z,Lassen,Wildfire,8/28/2019
Carroll Fire,2019-08-31T12:55:15Z,Alameda,Wildfire,8/31/2019
Creek Fire,2019-08-31T15:31:59Z,Tulare,Wildfire,8/31/2019
Jolon Fire,2019-09-01T16:35:55Z,Monterey,Wildfire,9/1/2019
Snail Fire,2019-09-01T17:37:43Z,Ventura,Wildfire,9/1/2019
Mines Fire,2019-09-02T14:36:35Z,Alameda,Wildfire,9/2/2019
Antelope Fire,2019-09-02T15:40:37Z,San Benito,Wildfire,9/2/2019
Telephone Fire,2019-09-02T20:27:29Z,San Bernardino,Wildfire,9/2/2019
Country Fire,2019-09-03T14:57:31Z,El Dorado,Wildfire,9/3/2019
Deer Fire,2019-09-03T15:36:45Z,Santa Cruz,Wildfire,9/3/2019
Walker Fire,2019-09-04T15:17:31Z,Plumas,Wildfire,9/4/2019
Tenaja,2019-09-04T16:43:36Z,Riverside,Wildfire,9/4/2019
Glass Fire,2019-09-04T16:26:00Z,Lake,Wildfire,9/4/2019
Foster Fire ,2019-09-04T20:33:59Z,San Benito,Wildfire,9/4/2019
Red Bank Fire,2019-09-05T13:19:56Z,Tehama,Wildfire,9/5/2019
Flood Fire ,2019-09-05T14:33:01Z,San Joaquin,Wildfire,9/5/2019
Henthorne Fire,2019-09-05T09:25:00Z,Trinity,Wildfire,9/5/2019
South Fire,2019-09-05T19:59:46Z,Tehama,Wildfire,9/5/2019
Springs Fire,2019-09-06T11:24:11Z,Mono,Wildfire,9/6/2019
Lone Fire,2019-09-06T11:34:27Z,Modoc,Wildfire,9/6/2019
Cow Fire,2019-09-06T12:23:00Z,Inyo,Wildfire,9/6/2019
Broder Fire,2019-09-06T12:39:18Z,Tulare,Wildfire,9/6/2019
Taboose Fire,2019-09-06T12:43:35Z,Inyo,Wildfire,9/6/2019
Forbestown Fire,2019-09-06T15:18:52Z,Butte,Wildfire,9/6/2019
R-6 Fire,2019-09-06T13:20:00Z,Lassen,Wildfire,9/6/2019
Lime Fire,2019-09-07T08:36:32Z,Siskiyou,Wildfire,9/7/2019
Kidder 2 Fire,2019-09-07T08:47:46Z,Siskiyou,Wildfire,9/7/2019
Rams Horn Fire,2019-09-07T08:49:58Z,Trinity,Wildfire,9/7/2019
Oak Fire,2019-09-07T14:00:00Z,Lake,Wildfire,9/7/2019
Swedes Fire,2019-09-07T15:06:00Z,Butte,Wildfire,9/7/2019
Duzel Fire,2019-09-07T18:19:16Z,Siskiyou,Wildfire,9/7/2019
Sycamore Fire,2019-09-07T20:31:46Z,Riverside,Wildfire,9/7/2019
McMurray Fire,2019-09-09T17:42:43Z,Santa Barbara,Wildfire,9/9/2019
Bailey Fire,2019-09-10T10:43:58Z,Riverside,Wildfire,9/10/2019
Stuhr Fire ,2019-09-11T11:25:43Z,Stanislaus,Wildfire,9/11/2019
Redwood Fire,2019-09-12T20:30:41Z,Riverside,Wildfire,9/12/2019
Bridge Fire,2019-09-13T20:00:29Z,Stanislaus,Wildfire,9/13/2019
Horseshoe Fire ,2019-09-14T17:53:00Z,Riverside,Wildfire,9/14/2019
Bar Fire,2019-09-15T15:52:00Z,Siskiyou,Wildfire,9/15/2019
Bautista Fire,2019-09-15T20:13:05Z,Riverside,Wildfire,9/15/2019
Baseline Fire ,2019-09-20T15:02:08Z,Placer,Wildfire,9/20/2019
Reservoir Fire,2019-09-21T11:49:00Z,Santa Clara,Wildfire,9/21/2019
Lopez Fire,2019-09-21T14:26:00Z,San Luis Obispo,Wildfire,9/21/2019
Kennedy Fire,2019-09-21T17:22:00Z,Riverside,Wildfire,9/21/2019
Lynette Fire,2019-09-22T18:25:56Z,Calaveras,Wildfire,9/22/2019
Tulloch Fire,2019-09-23T15:55:57Z,Tuolumne,Wildfire,9/23/2019
Cow Fire,2019-09-24T08:40:45Z,Shasta,Wildfire,9/24/2019
Dehesa Fire ,2019-09-24T15:00:00Z,San Diego,Wildfire,9/24/2019
Electra Fire,2019-09-25T13:13:41Z,Amador,Wildfire,9/25/2019
Willow Fire,2019-09-25T14:17:25Z,San Diego,Wildfire,9/25/2019
Mare Fire,2019-09-26T15:29:06Z,Solano,Wildfire,9/26/2019
Hwy Fire,2019-09-28T17:48:10Z,Butte,Wildfire,9/28/2019
Chaparral Fire,2019-09-29T21:44:45Z,El Dorado,Wildfire,9/29/2019
Warren Fire,2019-09-30T07:07:00Z,Riverside,Wildfire,9/30/2019
Frame Fire,2019-09-30T17:39:00Z,Fresno,Wildfire,9/30/2019
Ranch Fire,2019-10-01T22:35:52Z,San Luis Obispo,Wildfire,10/1/2019
Del Fire,2019-10-03T13:36:04Z,Stanislaus,Wildfire,10/3/2019
Elk Fire,2019-10-04T12:03:48Z,Glenn,Wildfire,10/4/2019
Wilson Fire,2019-10-04T18:38:09Z,Mendocino,Wildfire,10/4/2019
Briceburg Fire,2019-10-06T16:15:12Z,Mariposa,Wildfire,10/6/2019
American Fire,2019-10-06T16:36:50Z,Napa,Wildfire,10/6/2019
Point Fire ,2019-10-07T09:58:51Z,Santa Clara,Wildfire,10/7/2019
Dales Fire,2019-10-07T11:03:29Z,Tehama,Wildfire,10/7/2019
Little Fire,2019-10-08T17:25:12Z,Alameda,Wildfire,10/8/2019
Cross Fire,2019-10-09T06:52:14Z,"Monterey, San Luis Obispo",Wildfire,10/9/2019
Corning Fire ,2019-10-09T08:31:40Z,Tehama,Wildfire,10/9/2019
Inghram Fire,2019-10-09T09:52:52Z,Tehama,Wildfire,10/9/2019
Merrill Fire,2019-10-10T06:42:19Z,Contra Costa,Wildfire,10/10/2019
Eagle Fire,2019-10-10T12:08:00Z,Riverside,Wildfire,10/10/2019
Reche Fire,2019-10-10T14:18:17Z,Riverside,Wildfire,10/10/2019
Sandalwood Fire,2019-10-10T15:38:44Z,Riverside,Wildfire,10/10/2019
Plains Fire,2019-10-10T15:49:07Z,Shasta,Wildfire,10/10/2019
Wolf Fire,2019-10-10T18:36:46Z,Riverside,Wildfire,10/10/2019
Wendy Fire,2019-10-10T21:28:58Z,Ventura,Wildfire,10/10/2019
Saddle Ridge Fire,2019-10-10T21:02:00Z,Los Angeles,Wildfire,10/10/2019
Bitter Fire,2019-10-11T12:30:19Z,San Luis Obispo,Wildfire,10/11/2019
Caples Fire,2019-10-11T12:47:59Z,El Dorado,Wildfire,10/11/2019
Olivas Fire,2019-10-11T15:57:10Z,Ventura,Wildfire,10/11/2019
Horse Fire,2019-10-13T14:45:37Z,Lassen,Wildfire,10/13/2019
Johnson Fire ,2019-10-14T15:32:20Z,Riverside,Wildfire,10/14/2019
Nustar Fire,2019-10-15T16:17:18Z,Contra Costa,Wildfire,10/15/2019
Fairmont Fire,2019-10-15T17:41:57Z,San Diego,Wildfire,10/15/2019
Real Fire,2019-10-17T16:31:00Z,Santa Barbara,Wildfire,10/17/2019
Grove Fire,2019-10-17T20:06:00Z,Lake,Wildfire,10/17/2019
Mud Fire ,2019-10-18T12:17:32Z,Fresno,Wildfire,10/18/2019
Beaumont Fire,2019-10-21T08:16:33Z,San Bernardino,Wildfire,10/21/2019
Palisades Fire,2019-10-21T11:52:52Z,Los Angeles,Wildfire,10/21/2019
Oak Fire,2019-10-22T19:20:44Z,San Diego,Wildfire,10/22/2019
Kincade Fire,2019-10-23T21:27:00Z,Sonoma,Wildfire,10/23/2019
Old Water Fire,2019-10-24T04:53:17Z,San Bernardino,Wildfire,10/24/2019
Muir Fire,2019-10-24T12:15:33Z,Marin,Wildfire,10/24/2019
Nelson Fire ,2019-10-24T14:43:10Z,Butte,Wildfire,10/24/2019
Tick Fire,2019-10-24T14:51:46Z,Los Angeles,Wildfire,10/24/2019
Cabrillo Fire,2019-10-24T20:15:36Z,San Mateo,Wildfire,10/24/2019
Mines Fire,2019-10-24T23:16:18Z,Alameda,Wildfire,10/24/2019
Sawday Fire ,2019-10-25T10:52:04Z,San Diego,Wildfire,10/25/2019
Miller Fire,2019-10-25T15:05:52Z,San Diego,Wildfire,10/25/2019
Rawson Fire,2019-10-27T02:47:20Z,Tehama,Wildfire,10/27/2019
Cypress Complex,2019-10-27T08:50:23Z,Contra Costa,Wildfire,10/27/2019
Sky Fire ,2019-10-27T11:29:03Z,Contra Costa,Wildfire,10/27/2019
Glencove Fire ,2019-10-27T11:52:15Z,Solano,Wildfire,10/27/2019
Burris Fire,2019-10-27T14:54:40Z,Mendocino,Wildfire,10/27/2019
Forest Fire,2019-10-27T17:36:15Z,Contra Costa,Wildfire,10/27/2019
Getty Fire ,2019-10-28T06:46:55Z,Los Angeles,Wildfire,10/28/2019
Easy Fire,2019-10-30T07:45:14Z,Ventura,Wildfire,10/30/2019
Hill Fire ,2019-10-30T11:19:00Z,Riverside,Wildfire,10/30/2019
46 Fire,2019-10-31T06:22:34Z,Riverside,Wildfire,10/31/2019
Copper Fire,2019-10-31T06:39:56Z,San Diego,Wildfire,10/31/2019
Hillside Fire,2019-10-31T06:53:47Z,San Bernardino,Wildfire,10/31/2019
Maria Fire ,2019-10-31T20:58:28Z,Ventura,Wildfire,10/31/2019
Sobrante Fire ,2019-11-01T13:04:34Z,Riverside,Wildfire,11/1/2019
Ranch Fire,2019-11-03T14:16:17Z,Tehama,Wildfire,11/3/2019
Eagle Fire,2019-11-05T06:52:14Z,Lake,Wildfire,11/5/2019
Foothills Fire,2019-11-25T12:39:44Z,Placer,Wildfire,11/25/2019
Cashe Fire ,2019-11-25T12:02:02Z,Yolo,Wildfire,11/25/2019
Cave Fire (No Longer a CAL FIRE Incident),2019-11-25T19:59:12Z,Santa Barbara,Wildfire,11/25/2019
Bear Fire ,2020-02-15T17:48:27Z,Humboldt,Wildfire,2/15/2020
Antelope Fire,2020-02-17T15:04:08Z,Sierra,Wildfire,2/17/2020
Beegum Fire,2020-02-23T08:35:30Z,Tehama,Wildfire,2/23/2020
Wood Fire,2020-02-23T17:50:20Z,Lassen,Wildfire,2/23/2020
Baseball Fire,2020-02-25T14:17:21Z,"Glenn, Mendocino",Wildfire,2/25/2020
Grizzly Fire,2020-03-02T14:08:05Z,Glenn,Wildfire,3/2/2020
Mann Fire,2020-03-03T11:13:50Z,Riverside,Wildfire,3/3/2020
Baker Fire,2020-03-03T15:20:43Z,Yuba,Wildfire,3/3/2020
South Main Fire,2020-03-06T12:44:00Z,Riverside,Wildfire,3/6/2020
Carter Fire ,2020-04-04T20:22:08Z,Imperial,Wildfire,4/4/2020
Red Fire ,2020-04-23T20:52:04Z,Tehama,Wildfire,4/23/2020
Bar Fire,2020-04-25T14:59:00Z,Trinity,Wildfire,4/25/2020
Byron Fire,2020-04-27T14:59:04Z,Contra Costa,Wildfire,4/27/2020
Interstate 5 Fire,2020-05-03T15:52:04Z,Kings,Wildfire,5/3/2020
Hollister Fire,2020-05-07T08:10:19Z,Santa Barbara,Wildfire,5/7/2020
Candy Fire,2020-05-08T14:46:20Z,Butte,Wildfire,5/8/2020
Gilman Fire,2020-05-18T13:38:14Z,Riverside,Wildfire,5/18/2020
Acres Fire,2020-05-21T11:30:00Z,Madera,Wildfire,5/21/2020
Spanish Fire ,2020-05-22T15:27:09Z,Napa,Wildfire,5/22/2020
Range Fire,2020-05-27T19:33:55Z,San Luis Obispo,Wildfire,5/27/2020
Harley Fire,2020-05-28T17:08:59Z,Riverside,Wildfire,5/28/2020
